username, created_at, lng, lat, text
511NYMidHudson, Wed Jan 20 23:58:41 +0000 2021, -73.836799, 40.936798, Updated: Construction on #SprainBrookStateParkway Both directions from START ROUTE Sprain Brook State Parkway to Do… https://t.co/snmbGdo2mE 
JerRScott, Wed Jan 20 23:58:41 +0000 2021, -77.101999, 38.880845, Love this! 
TomBobohula, Wed Jan 20 23:58:42 +0000 2021, -70.180579, 42.051097, @FeistyPK2 We can only wish him much worser. 
poohbandz, Wed Jan 20 23:58:42 +0000 2021, -99.680903, 41.500730, @YounqMigo Yea u playing boy wya now u still on the crane? 
buttittajeff, Wed Jan 20 23:58:42 +0000 2021, -81.840904, 41.152510, #MAGA 
alxignzlz, Wed Jan 20 23:58:42 +0000 2021, -79.861034, 35.170499, @TrueMikeJackson For real...they call her a cop to be funny but with that heritage it only makes sense 
matthewklein316, Wed Jan 20 23:58:42 +0000 2021, -73.968542, 40.780709, @CAntzoulis I got choked up with Sotomayor swearing in Harris. Change. Hope. It’s all possible. 
Reason1975, Wed Jan 20 23:58:42 +0000 2021, -83.068861, 34.771749, Lmao 
misterblvckk, Wed Jan 20 23:58:42 +0000 2021, -96.832009, 32.959788, Atlanta has everything i need at the moment. 
cliffWISH8, Wed Jan 20 23:58:42 +0000 2021, -86.155585, 39.764026, Caris LeVert will be on the #Pacers bench watching tonight. @WISH_TV https://t.co/mASMSX6vbr 
spicywig, Wed Jan 20 23:58:42 +0000 2021, -123.279343, 44.569246, @ari_that_barbie I kinda went off huh 🥺 
krypto2276, Wed Jan 20 23:58:42 +0000 2021, -73.184260, 40.726170, @FunkoPOPsNews @OriginalFunko Is that a celebrity sighting? Is it @ash_anderson24 ? 🤣🤣 
cierrastormant, Wed Jan 20 23:58:42 +0000 2021, -83.804475, 27.698682, Remember. If you didn’t vote. You can’t complain who’s president. Just saying. 
alantelera, Wed Jan 20 23:58:42 +0000 2021, -118.411907, 34.020789, I’m sorry you were a slave to the system bro it shouldn’t be that much to go to college. 
Righteous_Lab, Wed Jan 20 23:58:42 +0000 2021, -112.124676, 33.552863, @JoeBiden Where are you going to escalate US troops at first? I mean outside of DC... 
tmj_min_sales, Wed Jan 20 23:58:43 +0000 2021, -83.743038, 42.280826, Career tip for landing jobs like "Hiring: Dollar Tree Cashier $12 - $25.50" in #AnnArbor, MI. Go on informational i… https://t.co/eafw1dIGfo 
_Shaunaaaaaa, Wed Jan 20 23:58:43 +0000 2021, -75.117998, 40.004866, Noooo not yet 🤣🤣🤣🤣 
CynthiaRoach73, Wed Jan 20 23:58:43 +0000 2021, -85.925209, 36.994574, An Emotional Day A day that will be a significant part of the history of the United States. @VP Kamala Harris the 1… https://t.co/Jpoto5bRyL 
lauripaolicelli, Wed Jan 20 23:58:43 +0000 2021, -79.026020, 35.919442, Thanks for the laugh. 
SirEnderCobra, Wed Jan 20 23:58:43 +0000 2021, -85.978600, 35.830522, @Brad_Shepard Being back 3SIB!! 
grileyt, Wed Jan 20 23:58:43 +0000 2021, -84.470388, 33.631277, El Bayern Munich, a este Madrid, le hubiese metido 10 hoy. #halaaaaamierda 
deliaroma8, Wed Jan 20 23:58:43 +0000 2021, -97.978221, 30.355857, I think this color is better for the ceremony. https://t.co/as7x7pqNZV 
Chef_Izzy_, Wed Jan 20 23:58:43 +0000 2021, -118.411907, 34.020789, @jayfactzmusic @chef_izzy_ 
anthonygeather4, Wed Jan 20 23:58:43 +0000 2021, -73.948775, 40.655138, @msantiagophotos NYK PR be on bs! I asked about getting behind the scenes stuff of the Knicks and they denied me al… https://t.co/mqKYddTrlt 
the_lao_shi, Wed Jan 20 23:58:43 +0000 2021, -117.104989, 32.810012, Yep he is the real champ for the people!! 
cyruss_davirus, Wed Jan 20 23:58:43 +0000 2021, -75.484567, 40.629717, Yaaasss sign my student loans away. 
KickingWorld, Wed Jan 20 23:58:44 +0000 2021, -97.754724, 30.323346, @JGriedl @buckbuchanan30 Yessir! Big leg, bright future 💪 
iDefTexasT, Wed Jan 20 23:58:44 +0000 2021, -91.682855, 41.976528, @JohnnyBTweakn 🤣🤣🤣 
Shawn20768, Wed Jan 20 23:58:44 +0000 2021, -83.381166, 42.571954, Amen 
Skullitor, Wed Jan 20 23:58:44 +0000 2021, -71.566030, 42.379795, I'm at @DunkinDonuts in Hudson, MA https://t.co/oFTMQgB4tP 
stuartselbst, Wed Jan 20 23:58:44 +0000 2021, -111.759000, 33.307500, Drinking a Secret Swami’s by @pizzaportbeer @ Fox Cigar Bar Gilbert — https://t.co/zKGr9VTHp1 
patriciabellomo, Wed Jan 20 23:58:44 +0000 2021, -82.914576, 42.584895, @AmyMek 4-6 months. 
bassDOOR, Wed Jan 20 23:58:44 +0000 2021, -104.966548, 39.733449, So hit this banger today. Hope everyone had a great Tuesday. Please hype me up, been struggling on new bangers rece… https://t.co/7IRQPj6Dlk 
alvaro_cynthia, Wed Jan 20 23:58:44 +0000 2021, -79.420865, 38.003376, @mmpadellan My thoughts too 
BCWeather101, Wed Jan 20 23:58:44 +0000 2021, -121.951252, 49.137310, @realrealbek @Weff73621558 @godisinthewind @LMainWeather @jwhittalTWN @50ShadesofVan @Karma1187 @HowesNathan… https://t.co/LxD0pNiN0g 
ShoeStrapped, Wed Jan 20 23:58:44 +0000 2021, -118.411907, 34.020789, @fulop_dan Ah I see what you mean. Yeah, it’s a difficult topic to address. Micro ecology had to discuss something… https://t.co/FG66IwXw3n 
zebratigre, Wed Jan 20 23:58:44 +0000 2021, -105.605821, 41.308163, WELL DUH. Brexit: the gift that keeps on giving! 😂 
brewskidude, Wed Jan 20 23:58:44 +0000 2021, -83.173867, 32.678207, @jpoundcake @DawgsRush I really need to stay off of Facebook!  😆 
RumbleBunny777, Wed Jan 20 23:58:44 +0000 2021, -76.664269, 39.209520, Day 5 in the #ROHBubble it’s a wrap!!#honornation we hear you!! Keep making your voices heard on the @ringofhonor… https://t.co/maaPZEaKER 
PaulDaytona22, Wed Jan 20 23:58:44 +0000 2021, -81.068556, 29.190223, Herod 
trevordalton01, Wed Jan 20 23:58:44 +0000 2021, -98.716992, 35.309047, https://t.co/hlQxJVDY1p 
SebastianRio, Wed Jan 20 23:58:44 +0000 2021, -118.325145, 34.182160, @BrianSimsPA @Twitter Hey @Twitter 
asia_meiya, Wed Jan 20 23:58:44 +0000 2021, -91.401008, 30.937336, Love to see it 
jhb430, Wed Jan 20 23:58:45 +0000 2021, -111.858398, 33.639340, Lol 
_missemilyrose_, Wed Jan 20 23:58:45 +0000 2021, -79.861034, 35.170499, https://t.co/y8lDyw4ce7 
Bigden78, Wed Jan 20 23:58:45 +0000 2021, -115.234435, 36.018805, @JoeBiden Congrats Mr President !!! 
salvacaomiami, Wed Jan 20 23:58:45 +0000 2021, -80.317303, 25.820884, Just posted a video @ Global Salvation Ministry, Doral FL https://t.co/EvPNyYPrGO 
rksimonlaw, Wed Jan 20 23:58:45 +0000 2021, -80.132962, 25.816966, I’m not one to RT my own tweets, but listening to this young woman’s incredible poem again now, this 👇. 
lisajtr, Wed Jan 20 23:58:45 +0000 2021, -85.768241, 37.822244, @NainaB722 Yes!!! 
BrendanDonahu17, Wed Jan 20 23:58:45 +0000 2021, -77.101999, 38.880845, Did @tedcruz just pick a fight with @brianschatz as he’s presiding?? 
PatrickSanford1, Wed Jan 20 23:58:46 +0000 2021, -85.595235, 42.838522, @paul_eastside @upton_5 @koulakarma @lois_beeney @laurabagley4 @lisamarie1222 @BrendaJakeway @tifamaverick… https://t.co/NASmDIWuJ0 
beachtwobeach, Wed Jan 20 23:58:46 +0000 2021, -113.209135, 31.532120, @AmberD1116 Total BS, let Proud Boys or OTh Keepers protect his kids. Why should the tax payers foot the bill? 
rondavuu, Wed Jan 20 23:58:46 +0000 2021, -81.901860, 26.538733, Needs a plant, and another lamp…9/10 https://t.co/62pvOBsL9g 
aaronbuley, Wed Jan 20 23:58:46 +0000 2021, -97.103139, 33.030083, Every time I plan, things happen differently.  Does that mean I shouldn’t plan?   No.  Plan the work.  Work t… https://t.co/7PI6qrfqgd 
DanielHerndon1, Wed Jan 20 23:58:46 +0000 2021, -85.242564, 35.091954, @Honeyybadge1117 @MaitreV615 Both TGs in Denver face away from the Rockies. Whoever decides on the placemat is a master troll 
JimGumm, Wed Jan 20 23:58:46 +0000 2021, -84.866350, 35.193336, @CFBHome Possibly no stadium improved aestheticly more over the years than Doak Campbell Stadium. Expansion has rea… https://t.co/EYZ2w5mG8f 
fcastillob, Wed Jan 20 23:58:46 +0000 2021, -100.366033, 25.650287, @salidoco @Fer_NuMoF no desaprovechan oportunidad para mostrar su torpeza 
BobbieLenhoff, Wed Jan 20 23:58:47 +0000 2021, -84.656447, 38.989258, And here I thought I was done with the tears today . #Wrong #InaugurationDay #Inauguration2021 
Rob01151979, Wed Jan 20 23:58:47 +0000 2021, -81.724678, 26.713145, @ChrisscrossA Oh I’d love to find that distraction.😈🥰🤤 
K40Selina, Wed Jan 20 23:58:47 +0000 2021, -79.241554, 44.626044, @LumpyandFriends That’s absolutely beautiful 🥰 
COCO_BARDOT, Wed Jan 20 23:58:47 +0000 2021, -105.550890, 38.997936, HELLA anxious for wifey to get home 
GravyTrain66, Wed Jan 20 23:58:47 +0000 2021, -92.400192, 31.343874, Perfect LB for the Speed D 
BabyMollyPop, Wed Jan 20 23:58:47 +0000 2021, -118.244500, 34.056400, Last day to sub for my #freetrial subscription on OF (: #sexy #losangeles #girl @ Los Angeles, California https://t.co/xcZr2bXpAf 
nappleman, Wed Jan 20 23:58:47 +0000 2021, -117.158500, 32.715500, Braised chicken legs. #onepotmeal #homecooking @ San Diego, California https://t.co/Uza0mGBm0y 
mcy_sally, Wed Jan 20 23:58:47 +0000 2021, -122.701949, 44.398944, My President 
TheSilverPsych1, Wed Jan 20 23:58:47 +0000 2021, -119.306608, 37.269176, @HorrorAddictX I feel youre pain bishop that queen alien was A complete savage for literally  breaking you In hal… https://t.co/AncyhdSpQd 
lexLuu___, Wed Jan 20 23:58:48 +0000 2021, -77.473399, 37.761581, I wanna go to Vegas &amp; get some edibles from cookie and be high all day soo who down to go with me lol 
burns11160, Wed Jan 20 23:58:48 +0000 2021, -80.034154, 33.012552, @seanhannity America you haven't seen nothing yet. 
Black__Efron, Wed Jan 20 23:58:48 +0000 2021, -74.106366, 40.670783, Ops mad cuz we lap’d dem ! 💙📈🤞🏾 
spiderman2100, Wed Jan 20 23:58:48 +0000 2021, -81.419390, 28.468787, https://t.co/JZurVhX2Ym 
irishplain, Wed Jan 20 23:58:48 +0000 2021, -74.184848, 40.734494, @SteveScalise @FRCdc Wish i could agree with you.Scotus is trash. 
kmrscash, Wed Jan 20 23:58:48 +0000 2021, -93.237324, 44.679378, @RevTChristopher I wish the new President the best of luck. In the end America is the people and not who is in offi… https://t.co/Vuw7wvFZmu 
mhuntone, Wed Jan 20 23:58:48 +0000 2021, -77.572455, 43.211767, Got to meet a SUPERHERO today folks!!! @jackie_mcgriff and the @voices_proj are doing some AMAZING work with our… https://t.co/LgqwAIjrL1 
K_City3, Wed Jan 20 23:58:48 +0000 2021, -91.066460, 30.387881, I love my Camaro but I want me a Corvette now 
SafetyFast70, Wed Jan 20 23:58:48 +0000 2021, -119.306608, 37.269176, @ACTBrigitte Swell... another Russian Bot.Just what we all need right now.Why don't you find another planet to build your ugly society? 
HumboldtJarhead, Wed Jan 20 23:58:48 +0000 2021, -124.144682, 40.583348, @PapaBoxOnABox @VoiceofCal @KyleinGB Its just not giving a shit. Having thick skin. #1 don't get into a pissing con… https://t.co/Yd9qukeNHa 
virgilvox, Wed Jan 20 23:58:48 +0000 2021, -112.124676, 33.552863, @Megatron1133 Practice safe group valentines 
karencamp78, Wed Jan 20 23:58:48 +0000 2021, -157.799589, 21.319944, @NickNakama You work with Stanford? 
DaytonCostlow, Wed Jan 20 23:58:48 +0000 2021, -100.076888, 31.168893, @TheRealBuzz Happy Birthday Sir! 
tdesseyn, Wed Jan 20 23:58:49 +0000 2021, -86.791549, 36.200008, @VicVijayakumar HAHAHAHAHAcan you come water my plants 
CeHSathletics, Wed Jan 20 23:58:49 +0000 2021, -111.931711, 34.168253, @MikeScott8 Our soccer games will be available also for home games and some of our away games. Check on… https://t.co/LBLO63VJ8K 
Dcollier74, Wed Jan 20 23:58:49 +0000 2021, -85.565688, 42.290524, Haha Ed O'neill coming in for the Democratic Convention to take power after not running a race.That's a cold move… https://t.co/ocp5uRDXVa 
aretheygone, Wed Jan 20 23:58:49 +0000 2021, -81.764660, 41.387839, Monster Jam Mini Series 1 Complete Set Of 12 Truckshttps://t.co/HRm6KNOUqR#monsterjam #monstertrucks #gravedigger… https://t.co/AH2bpf5tVF 
wiltbart, Wed Jan 20 23:58:49 +0000 2021, -73.948775, 40.655138, @PaulaTartelll @nilawashere PAULA DO YOU WATCH SURVIVOR 
HeatherHornor, Wed Jan 20 23:58:49 +0000 2021, -96.761753, 32.819858, I’m not gonna lie; I do miss being in the hallways of a high school! Those Lake Highlands HS students are lovely to… https://t.co/Sws89D9FQH 
TorrieoLv, Wed Jan 20 23:58:49 +0000 2021, -115.234435, 36.018805, Realest shit I’ve ever wrote... https://t.co/9K9RozmvOv 
JJJetPlane94, Wed Jan 20 23:58:49 +0000 2021, -83.641199, 32.582630, https://t.co/xi6VoC0Zzw 
Chil_Vibes_Only, Wed Jan 20 23:58:49 +0000 2021, -75.117998, 40.004866, Watching greys anatomy I love this show 
GSawision, Wed Jan 20 23:58:49 +0000 2021, -79.272570, 43.629311, @Uros_Novakovic @m_layton But you support NDP initiatives to build more glass tower condos using the most inefficie… https://t.co/7pBMTw6BXX 
rsteved, Wed Jan 20 23:58:49 +0000 2021, -90.315258, 38.505017, @ThePubliusUSA @JoeBiden @POTUS 🤚 
hxmv_, Wed Jan 20 23:58:50 +0000 2021, -75.117998, 40.004866, i want a XXL full set hand sculpted with swavorskis but my nails never last longer than a week!🥺 why. 
GossipGirliee, Wed Jan 20 23:58:50 +0000 2021, -74.236746, 40.770982, 🌝 
luc_kimhall, Wed Jan 20 23:58:50 +0000 2021, -122.218075, 47.392311, I feel like I can breathe again. Today is a good day. 
BCoopBadasz, Wed Jan 20 23:58:50 +0000 2021, -93.262046, 44.970610, thanks D, they’re not ready #CLB 
huskerkayleen, Wed Jan 20 23:58:50 +0000 2021, -96.148893, 41.165470, Good venous workout today 🏋️ #bloodselfie #convalescentplasma #blooddonor https://t.co/SBoU95xeHC 
rodneyretro, Wed Jan 20 23:58:50 +0000 2021, -81.656217, 30.792144, Snap me up 📸 https://t.co/84Jk8BgQrf 
ElCatrinSuave, Wed Jan 20 23:58:50 +0000 2021, -88.142512, 41.519556, These are Dark Times at Madrid. 
daaliaa19, Wed Jan 20 23:58:50 +0000 2021, -121.833730, 39.747037, ITS A GOOD YEAR 🇺🇸🏳️‍🌈 #LGBTQProud #BleedBlue 
JoeCast86699177, Wed Jan 20 23:58:50 +0000 2021, -73.254595, 40.728907, @Luismaura1355M Es un monopolio que hay , estos malditos sindicalista hay que cortarle el agua y la luz. 
pokahunnit, Wed Jan 20 23:58:50 +0000 2021, -96.761753, 32.819858, Topic: “Having a hard time removing myself from toxic family members”Poka Speaks Wednesdays #WordsOfWisdom 💚🖤 https://t.co/hS6aHoO3bx 
ajaymadhavanin, Wed Jan 20 23:58:50 +0000 2021, -74.472804, 40.301896, @bbsureshthatha Thatha... please sleep, I am worried abt your health 
paulopdyke417, Wed Jan 20 23:58:50 +0000 2021, -74.539446, 40.270419, @xoxoelsa Before the year is over they'll be separated 
bader_diedrich, Wed Jan 20 23:58:50 +0000 2021, -118.411907, 34.020789, @m_longacre @tweetmehereok @guitartth @mulaney We watched all three this past week and i highly recommend it as an experience 
jacobsdesk97, Wed Jan 20 23:58:50 +0000 2021, -80.177876, 26.270693, Trump supporters threatened state Capitols but failed to show up on Inauguration Day.Haha, looks like their suppo… https://t.co/dRyiUFZ1YR 
SnwHeather, Wed Jan 20 23:58:51 +0000 2021, -81.491811, 28.457143, @StevieStacks84 Under. 
BigNosedBully, Wed Jan 20 23:58:51 +0000 2021, -122.396952, 37.795297, @UFOtekkie Mind if I chat you up about it sometime on telegram, or have a site you trust for info? 
La_Lynx777, Wed Jan 20 23:58:51 +0000 2021, -71.088712, 42.313670, That new fat Joe.  I like it. Alot 
EbonyCamille_, Wed Jan 20 23:58:51 +0000 2021, -84.388147, 33.679144, Just posted a photo @ Southside, Atlanta, Georgia https://t.co/XMq27qXiVx 
ayeevitug, Wed Jan 20 23:58:51 +0000 2021, -121.873730, 37.331159, My work been putting in money for the lotto and they have me buying it cause I live on the EastSide....jokes on the… https://t.co/pegcpKk62K 
RogerSantos71, Wed Jan 20 23:58:51 +0000 2021, -86.028239, 33.899625, In Lou of the United States in critical condition and on life-support I have lowered the flags https://t.co/njmGWESyAO 
SarahDeffebach, Wed Jan 20 23:58:51 +0000 2021, -100.076888, 31.168893, @saam_brownn @jordansalisb is a ⭐️. Maybe y’all can connect. 
1diamondkyi, Wed Jan 20 23:58:51 +0000 2021, -78.895441, 35.990983, off this drank I bet I catch an opp before I catch a cold 
Ceejaaeeee, Wed Jan 20 23:58:51 +0000 2021, -75.770041, 42.746617, People be tryna sound soo smart on here but in all actuality be lookin soo damn dumb dawg 
verragio, Wed Jan 20 23:58:51 +0000 2021, -73.987295, 40.748445, Love is the flower you've got to let grow. 🌻 ~John Lennon 💗💍: Venetian-5013R ✨Personalized✨ @ New York, New York https://t.co/stL0smTrxT 
DueceWilliams, Wed Jan 20 23:58:51 +0000 2021, -91.090800, 30.459100, After a great talk with @johnsimon31 I am BLESSED to receive an offer from the University of Memphis🐯  #GTG #L2M… https://t.co/2zbuHBsQeh 
mactavish, Wed Jan 20 23:58:52 +0000 2021, -121.979527, 37.523645, Build a wall around Mar-a-Lago 
RaysullSullivan, Wed Jan 20 23:58:52 +0000 2021, -86.241895, 43.232967, @zealouszaida I watch are you a video you don't have to do that with your final I got some to do all that 
_thiskidisill, Wed Jan 20 23:58:52 +0000 2021, -74.184848, 40.734494, @iamevanise I’ll take 6lack too! 
Itshailshey, Wed Jan 20 23:58:52 +0000 2021, -97.285913, 32.779967, I'd give anything to get fall down drunk off $13 cocktails in a crowded bar to celebration tonight 
realFred_Vega, Wed Jan 20 23:58:52 +0000 2021, -117.824049, 33.810159, The End of an Error!!..#TheEndOfAnError #YouAreFired #Dotard #LoserInChief #OneTermPresident #ImpeachedPresident… https://t.co/q08bVXasj2 
lovelykeyab, Wed Jan 20 23:58:52 +0000 2021, -81.705467, 41.495940, ☠️☠️☠️☠️ 
ThaGauud, Wed Jan 20 23:58:52 +0000 2021, -117.559707, 33.929913, https://t.co/ja8tU5QG7C 
lenetra806, Wed Jan 20 23:58:52 +0000 2021, -87.732013, 41.833585, @thetiny_terror @RexChapman @questlove He’s trying to play it cool by pretending he’s checking the cars but he’s invested in this mess. 
JoeSkilliams, Wed Jan 20 23:58:52 +0000 2021, -80.846785, 35.209059, @doncmleon @JoyTaylorTalks 🤣🤣 
vXamador, Wed Jan 20 23:58:52 +0000 2021, -119.203795, 34.159711, @moshworldsalad Can’t wait to finally own this on LP and play loud 
thinkinktattoos, Wed Jan 20 23:58:53 +0000 2021, -118.918886, 34.188478, @JoyVBehar Yes exhaustion Joy 
Crashfennec, Wed Jan 20 23:58:53 +0000 2021, -81.288532, 28.611402, @Nero_Foxclaw @GovRonDeSantis Yes! 😅 
s_considine1, Wed Jan 20 23:58:53 +0000 2021, -73.973222, 41.709498, Instead of contributing $65 to @GOP I will give the money to the most formidable #AmericaFirst primary challenger t… https://t.co/nXBuKLHH3u 
prada_doll, Wed Jan 20 23:58:53 +0000 2021, -122.228685, 37.791994, This man just asked me to do the buss it challenge 😭😭 I died 
tmj_NCT_gensci, Wed Jan 20 23:58:53 +0000 2021, -79.437799, 36.095692, This #GeneralScience job might be a great fit for you. Click the link in our bio to see it and more. Production Ass… https://t.co/mttpFKWBZN 
SwaggerBaby242, Wed Jan 20 23:58:53 +0000 2021, -76.593943, 24.074967, Time to unwhine 
eoduran12, Wed Jan 20 23:58:53 +0000 2021, -106.417430, 31.793368, @PaulinaAnai_ Maximize your next 6 sales and make up the “lost” profit. Take the opportunities as lessons. It only gets better from here. 
itsfinchie, Wed Jan 20 23:58:53 +0000 2021, -95.446486, 29.838495, @Xepc0 where you at? 
benjaminaustic, Wed Jan 20 23:58:53 +0000 2021, -75.770041, 42.746617, At least we didn’t have a military coup today. 
MoodyBluiiz, Wed Jan 20 23:58:53 +0000 2021, -75.770041, 42.746617, @alexbruesewitz New and improved 
Cam3mix, Wed Jan 20 23:58:53 +0000 2021, -76.911261, 38.958244, @DiGi_Valentine My deepest condolences, fam. Take as much time as you need... 
largetecca, Wed Jan 20 23:58:53 +0000 2021, -118.351218, 33.833714, @CLANKETYCLANK @a_theodosi Chile anyways https://t.co/UMzNQiMOYQ 
brianejones81, Wed Jan 20 23:58:53 +0000 2021, -80.926628, 33.631140, Ok now jigg then 
eduran02, Wed Jan 20 23:58:53 +0000 2021, -118.214044, 33.978926, @The_patriot_232 @Don_Cabo @Breaking911 Trump was a clown to this country... he wasn’t real president lol.... couldn’t even show up smh..... 
trakul61, Wed Jan 20 23:58:53 +0000 2021, -89.814879, 35.230487, @allistairsdad @parlertakes Oh lord if she tells the truth 
marisnickstan27, Wed Jan 20 23:58:54 +0000 2021, -95.446486, 29.838495, @DeathyDeat @TheDodgerBoy21 *on this dick 
Ximenadj, Wed Jan 20 23:58:54 +0000 2021, -71.088712, 42.313670, Amo hacer radio https://t.co/zpJNBtQAmB 
lylastermind, Wed Jan 20 23:58:54 +0000 2021, -122.081442, 37.396853, And taking it a step further, if I had to choose between Hilary winning in '16 followed (likely) by Trump winning i… https://t.co/AEZWlPdfiJ 
Shawn20768, Wed Jan 20 23:58:54 +0000 2021, -83.381166, 42.571954, @DC_Draino IK,R?! 
ImaRezazazdeh, Wed Jan 20 23:58:54 +0000 2021, -79.087874, 43.053899, Dignity and respect ✊ all we should honour, no schooling or special education needs 
CarolaRowbo, Wed Jan 20 23:58:54 +0000 2021, -86.350739, 30.391530, @VP Every time I rewatch this I “recry”. I am so excited, hopeful (particularly for future generations), and ready to be America again 
adamcifu, Wed Jan 20 23:58:55 +0000 2021, -87.732013, 41.833585, @gmsamaras 🦗I guess this is what I get paid for... 
KingThelonious, Wed Jan 20 23:58:55 +0000 2021, -87.732013, 41.833585, BRUH. 
ladiii_bri, Wed Jan 20 23:58:55 +0000 2021, -90.914964, 30.463565, Currently 😭😫 
Sebibi33, Wed Jan 20 23:58:55 +0000 2021, -83.804475, 27.698682, This got to be the only messy thing in the entire house but I love it.. 💗🐢☀️🦙🌈🦄🌵🩴🍁 https://t.co/fqn7f1akWG 
tmj_CAA_NURSING, Wed Jan 20 23:58:55 +0000 2021, -119.821168, 34.429782, Want to work at CVS Health? We're hiring in #Goleta, CA! Click for details: https://t.co/wxzLHoERUp #Rnjobs 
Darel__, Wed Jan 20 23:58:55 +0000 2021, -83.963842, 35.982470, I have to make the best decision for my daughters future. That’s the most important thing in my life. And I’ll do a… https://t.co/xnSk7my4uy 
rebeccakathryn, Wed Jan 20 23:58:55 +0000 2021, -89.922029, 35.133521, I encountered a lovely 76 year old woman wearing an American flag sweater today. She was beaming about the inaugura… https://t.co/yDpDZETBXW 
Fredwanderss, Wed Jan 20 23:58:55 +0000 2021, -118.036983, 33.818910, tested positive for wanting to be drowned in kisses and affection 
andylanechapman, Wed Jan 20 23:58:55 +0000 2021, -77.604684, 41.117936, Four years ago. Good times. Was not on speaking terms with this man when he died https://t.co/Xys7GhOyn8 
krenee2109, Wed Jan 20 23:58:55 +0000 2021, -96.734900, 33.061243, Why did they do @SenSanders like that?! Internet has no chill! 😂😂🤦🏽‍♀️ 
arii_soss, Wed Jan 20 23:58:55 +0000 2021, -97.754724, 30.323346, and if you’re gonna drive, then DRIVE. don’t swerve &amp; take up two lanes, don’t brake check, don’t throw yourself in… https://t.co/1b7QixFksu 
loveesinjai, Wed Jan 20 23:58:55 +0000 2021, -83.804475, 27.698682, Hit 9.9k followers 😍🙌🏼 
sddphoto, Wed Jan 20 23:58:55 +0000 2021, -111.740890, 33.603910, What about that crew who went to Russia on the Fourth of July? 
SamaanthaGordon, Wed Jan 20 23:58:55 +0000 2021, -104.922093, 39.713563, ABBA makes for good workout music, right? 
irvine66, Wed Jan 20 23:58:55 +0000 2021, -89.569491, 44.900818, He’s not my president. Fuck you twitter 
MariaEu92705371, Wed Jan 20 23:58:55 +0000 2021, -116.929102, 32.332876, @VenezuelaSaime  hola  cuando asignarán citas consulares para quienes tramitaron renovación de pasaporte en México noviembre 2020 
dejahshardae, Wed Jan 20 23:58:56 +0000 2021, -79.857363, 36.090397, My natural nails long enough to make the clacking noise 😛 
katietoo62, Wed Jan 20 23:58:56 +0000 2021, -90.169485, 44.665922, #BoobsOutForBiden 🥰🇺🇲@POTUS @JoeBiden https://t.co/ZRdzl0pR3p 
mcarsello11, Wed Jan 20 23:58:56 +0000 2021, -84.385063, 39.242021, @Bill_Zimolka Atta way bill! 
mpreambo, Wed Jan 20 23:58:56 +0000 2021, -75.668770, 41.419410, Joe Biden rn https://t.co/3a5rCqpueX 
FSAjobs, Wed Jan 20 23:58:56 +0000 2021, -77.057346, 38.864517, Interested in a job in #Arlington, VA? This could be a great fit: https://t.co/XkLVHabBJF #Legal 
DavidWe18019162, Wed Jan 20 23:58:56 +0000 2021, -77.604684, 41.117936, @MonkeyCharts @RightlyNews OYE VEY!!!🔴🔴🔴 
tmj_NV_EDU, Wed Jan 20 23:58:56 +0000 2021, -115.139830, 36.169941, Want to work at Pima Medical Institute? We're hiring in Las Vegas, NV! Click for details: https://t.co/6zxpSaUPnm… https://t.co/AW6gTbKjeD 
johnboston76, Wed Jan 20 23:58:56 +0000 2021, -71.021340, 42.256124, @nut_history @shoelessmuseum 😂😂😂 
ItsVonnieMack, Wed Jan 20 23:58:56 +0000 2021, -73.948775, 40.655138, https://t.co/ezh3a1h8jq 
Sid75200439, Wed Jan 20 23:58:56 +0000 2021, -79.759591, 43.724971, Kurdistan https://t.co/aTSfAdfCUo 
CDeHarde, Wed Jan 20 23:58:56 +0000 2021, -86.441236, 39.766555, @SarahHandy85 Mom: “I’m gonna name you Sandy Handy!”You: https://t.co/JopHAwpih8 
AmyTaylorTx, Wed Jan 20 23:58:56 +0000 2021, -97.285913, 32.779967, @FMixmaster Just wish this country would hold people accountable its so hypocritical when the rest of us have to follow the “rules” 
karyne_bastos, Wed Jan 20 23:58:56 +0000 2021, -71.435682, 42.305097, Kkkkkkkkkkkkkkk 
Braedon_49, Wed Jan 20 23:58:57 +0000 2021, -87.327733, 41.585849, I have the prettiest girlfriend in the world bro 
BruceEdmunds, Wed Jan 20 23:58:57 +0000 2021, -106.417430, 31.793368, @AndyHermanNFL @PeterSandoval58 @CharlesWoodson How’s Jordy? 
kayyysie, Wed Jan 20 23:58:57 +0000 2021, -122.149768, 47.597856, They’re still GOINGGG OFFFF on Facebook https://t.co/EfLbzIRSSI 
nvandesande, Wed Jan 20 23:58:57 +0000 2021, -74.048225, 40.195526, @meenaharris @HillaryClinton She persisted. 
mikesarzo, Wed Jan 20 23:58:57 +0000 2021, -76.921232, 38.848156, @williamlegate @shannonrwatts The one his father should've worn? 
KaylaDeOliveira, Wed Jan 20 23:58:57 +0000 2021, -79.759591, 43.724971, For the longest time I thought I was really bad at makeup but then I realized these so called beauty gurus use prof… https://t.co/hhyDGNBQm4 
ems_lems_, Wed Jan 20 23:58:57 +0000 2021, -118.156711, 33.809172, LET IT BE KNOWN THIS IS A CHARLIE SWAN STAN ACCOUNT https://t.co/SbkJAqdMtB 
