username, created_at, lng, lat, text
thetimsmith, Wed Jan 20 23:58:57 +0000 2021, -80.117117, 26.931496, @StephenKing I cannot even remember when I started taking prevagen #recycledjokealert 
GradybabyMunk, Wed Jan 20 23:58:57 +0000 2021, -83.173867, 32.678207, I’ve never aimed to be the popular mf but I aim to always keep it G. Everybody who’s known me since elementary can… https://t.co/IMk9AdBWq1 
YuriyATL404, Wed Jan 20 23:58:57 +0000 2021, -115.135165, 36.060964, There’s always someone new on our injury report every single day smh. It’s insane. This is the most injured #Hawks… https://t.co/yZ14gYC4ep 
SmoothDuder_, Wed Jan 20 23:58:57 +0000 2021, -97.552161, 35.482844, @CompleteDisaRay Bingo. I think they’ll get get it right. 
smith625461, Wed Jan 20 23:58:57 +0000 2021, -95.687718, 29.590173, @SenSchumer Dream on!!! 
leitihsu, Wed Jan 20 23:58:57 +0000 2021, -118.068689, 33.866965, Thank you for stepping out of your day to dive in with us. 🌊 https://t.co/CzTQlNkbUO 
CarlRan05917793, Wed Jan 20 23:58:57 +0000 2021, -76.858238, 39.095843, @fireman452a LOVE this image. It says so much 
alberthbyang, Wed Jan 20 23:58:57 +0000 2021, -122.330602, 47.614817, @wanderingqueeen @MissRoverTravel ✌🏻️ 
SportsandH, Wed Jan 20 23:58:57 +0000 2021, -75.117998, 40.004866, https://t.co/OTNGXADvJ7 
jazztheebeauty, Wed Jan 20 23:58:57 +0000 2021, -96.835249, 33.150140, @Luwop33 Asked myself that all the time 
B23Heels, Wed Jan 20 23:58:57 +0000 2021, -79.420865, 38.003376, #GoHeels 🏀 
spicywig, Wed Jan 20 23:58:57 +0000 2021, -123.279343, 44.569246, @chantellevanity Thank you gorgeous 😻 
gxldpevrls, Wed Jan 20 23:58:58 +0000 2021, -83.173867, 32.678207, @ogblackswan girl it only gets more obvious as you continue 
eturleye, Wed Jan 20 23:58:58 +0000 2021, -112.124676, 33.552863, @BXToDaHeart A 2009 report was put out about growing right wing extremism in the military and police. Right wing… https://t.co/DWcxtGqOPu 
aodific, Wed Jan 20 23:58:58 +0000 2021, -72.369934, 41.877983, @FLOTUS45 @MELANIATRUMP https://t.co/cSvoOn5M1i 
mama_q, Wed Jan 20 23:58:58 +0000 2021, -77.438513, 38.841163, @SHW0001234 @TheoFleury14 😂 
zachmcnair, Wed Jan 20 23:58:58 +0000 2021, -97.754724, 30.323346, song still holds up 
unicornwcats, Wed Jan 20 23:58:58 +0000 2021, -98.032374, 43.727948, @parlertakes @michellemalkin https://t.co/qqtzfOz1HG 
TheRealM_A_C, Wed Jan 20 23:58:58 +0000 2021, -96.761753, 32.819858, @JimiOhh Smoke &amp; cruise😎 
TinleyParkMom, Wed Jan 20 23:58:58 +0000 2021, -87.798147, 41.565971, @Harrison588 @kylebuchanan https://t.co/8RYrJR4Ioc 
jpparkcity, Wed Jan 20 23:58:58 +0000 2021, -97.275758, 33.018926, 🤣😂 #InaugurationDay #Trump #1stAmendment 
ideabloke, Wed Jan 20 23:58:58 +0000 2021, -122.630908, 45.536402, What Erin said! 🎯The number one place you should first invest your time, money, and resources into is always your… https://t.co/Z7Rb1PArYz 
avyciaran, Wed Jan 20 23:58:58 +0000 2021, -81.705467, 41.495940, @damntonia Our birthday coming up pooh 💅🏽 
spiderman2100, Wed Jan 20 23:58:58 +0000 2021, -81.419390, 28.468787, https://t.co/s7gcYyXQh5 
mechetph, Wed Jan 20 23:58:58 +0000 2021, -78.328113, 44.314790, John Horgan the Premier of BC: Save BC’s Great Bear Rainforest, “one of the wildest places left on earth” - Sign th… https://t.co/3C7zo0Sw49 
reelCheetoJesus, Wed Jan 20 23:58:58 +0000 2021, -73.211580, 41.535057, @PressSec Let's hear it for Greenwich High School! Go Cards! 
edwards21228, Wed Jan 20 23:58:58 +0000 2021, -76.673273, 39.004936, @SeanycahillSPRT https://t.co/AFzeS545zl 
caymac_23, Wed Jan 20 23:58:59 +0000 2021, -93.340756, 45.108096, @_iAmCB I heard that’s good too imma have try it but the sour cream bussinnnn 
_sushiy, Wed Jan 20 23:58:59 +0000 2021, -73.831187, 40.670879, バイデンが就任したからラーメンか寿司食おう 
RogerSantos71, Wed Jan 20 23:58:59 +0000 2021, -86.028239, 33.899625, https://t.co/z9h9ZZULIS 
JamieGoldstein5, Wed Jan 20 23:58:59 +0000 2021, -118.411907, 34.020789, @AshleyEtienne09 @lacadri34 @VP @aetienne46 Good luck!!! 💙💙💙 
Fredttucine, Wed Jan 20 23:58:59 +0000 2021, -80.463200, 25.706249, @_moxxie Only trance 
killa_cam214, Wed Jan 20 23:58:59 +0000 2021, -111.880874, 33.282450, Supposed to go to California on FridayOne problem I’m about to run out of weedDo I buy some shitty Arizona we… https://t.co/6PtAw7gNOX 
GlendaGtplan, Wed Jan 20 23:58:59 +0000 2021, -78.657837, 35.843981, @lenarichards @MattBrubakerNC Good luck. 
WolfOfHTown, Wed Jan 20 23:58:59 +0000 2021, -95.446486, 29.838495, Sunny is not finna play w/ nobody! 
PaulDaytona22, Wed Jan 20 23:58:59 +0000 2021, -81.068556, 29.190223, Jesus said, "Herod will rise in this hour." 
JoshFriedlander, Wed Jan 20 23:58:59 +0000 2021, -80.233328, 25.782353, I think I'm just realizing that using Twitter to distract from misery is like going to your Jewish mother for therapy. 
zebratigre, Wed Jan 20 23:58:59 +0000 2021, -105.605821, 41.308163, MANNEQUIN. 
ygj0e, Wed Jan 20 23:58:59 +0000 2021, -117.924892, 33.889347, gijoe 
michiganjean, Wed Jan 20 23:58:59 +0000 2021, -83.725610, 42.994459, @TheRedwoodFerry I think I have a bug.  It’s not feel good achy. 
KaraBiernatNews, Wed Jan 20 23:58:59 +0000 2021, -87.348367, 41.415222, @GarnettAbbey The big blow up slide looks like a pain... I’ll stick to serving drinks and laundry 😉 
Spike_Sky_Skull, Wed Jan 20 23:59:00 +0000 2021, -78.657837, 35.843981, @cheeseheadtv That Superbowl push https://t.co/JWlbznbwTN 
DrunkRodeoBum, Wed Jan 20 23:59:00 +0000 2021, -100.076888, 31.168893, @That_Cowboy19 @orlandolugo_32 Pos awevo CUH https://t.co/nkNXjxYJFK 
dparks24, Wed Jan 20 23:59:00 +0000 2021, -97.355777, 42.055028, @NBAace21 @Jcell29 @corduroyaIty @LakersReporter What?  No.   I’m in favor of simply pulling Marc sooner so he can… https://t.co/hx2QiVMCyr 
Vic_Stone1, Wed Jan 20 23:59:00 +0000 2021, -116.517290, 33.825080, Stephen Miller spent his first day as a former White House adviser by attacking newly inaugurated President Joe Bid… https://t.co/ZEW7ptzZEC 
suisunvalley, Wed Jan 20 23:59:00 +0000 2021, -121.987559, 38.260832, Just posted a photo @ Suisun Valley, Fairfield https://t.co/7kvUPkvfEG 
RayGibson_, Wed Jan 20 23:59:00 +0000 2021, -78.481703, 36.021675, Omg these starburst are so fucking good right now like wtf! 😩😩 who created this?!? 
rubisvale, Wed Jan 20 23:59:00 +0000 2021, -80.327999, 26.027890, Amo que mi novio me dedique canciones de Juanes ❤️ 
roudynana, Wed Jan 20 23:59:00 +0000 2021, -122.429440, 47.139885, @w_terrence I didn’t watch! It was the worst day to see a criminal communist who stole the election B inaugurated a… https://t.co/eFOE3xPebl 
Cyndi21955, Wed Jan 20 23:59:00 +0000 2021, -83.173867, 32.678207, @MootePoints I miss his tweeting.  He is the only reason I got on Twitter 
THENICKBRADLEY, Wed Jan 20 23:59:00 +0000 2021, -79.471141, 35.195838, The family of @traditions_golf grows ever more internationally.Gordon is one of the most progressive professional… https://t.co/XM9VBQ4aYj 
Ameen_media, Wed Jan 20 23:59:01 +0000 2021, -83.213557, 42.314732, @danyawwad انفصام رسمي 
UMkickass, Wed Jan 20 23:59:01 +0000 2021, -83.804475, 27.698682, Need a LB. 👀 
NishaBlueFloof, Wed Jan 20 23:59:01 +0000 2021, -71.550703, 42.345821, @Ragnocide Look higher up, there's a warning to not pour hot water in it too 
VinceNetz, Wed Jan 20 23:59:01 +0000 2021, -93.262046, 44.970610, Hope y'all are out celebrating the new @POTUS responsibly and socially distanced, because even though it's January… https://t.co/bF5gE0PGER 
PayamMiri, Wed Jan 20 23:59:01 +0000 2021, -77.014398, 38.898603, @JoeBiden @KamalaHarris https://t.co/ZpRJA3E1Cx 
juiiicyjae, Wed Jan 20 23:59:01 +0000 2021, -118.399639, 34.082497, @Saweetie come outside miss mamazzz 🥺 
CT_In_TC, Wed Jan 20 23:59:01 +0000 2021, -85.654093, 44.722873, My father in law, grandma and grandpa have now all got the first dose of the vaccine 
GadielAmilec, Wed Jan 20 23:59:01 +0000 2021, -83.804475, 27.698682, “Information Fasting” should be a thing 
MarcyWin4D, Wed Jan 20 23:59:01 +0000 2021, -97.813645, 30.505958, @SteveScalise Gas prices already rising.. yay! 
v_calao, Wed Jan 20 23:59:02 +0000 2021, -93.666378, 32.524673, @misslesleywolf En mi humilde opinión, cada uno mira las cosas de diferente color 💜👗 https://t.co/A911dGnC1S 
JordanOladokun, Wed Jan 20 23:59:02 +0000 2021, -82.532321, 28.103375, Final Decision January 23rd! 
mandy12011991, Wed Jan 20 23:59:02 +0000 2021, -75.117998, 40.004866, @Rebecca_Amberx 😂😂😂😂😂😂😂😂 
NurseGamerRyan, Wed Jan 20 23:59:02 +0000 2021, -117.320879, 33.226316, Before/After Dual monitor wall mount 🎮😎 https://t.co/40gelkpbi0 
TonyBettonJrTV, Wed Jan 20 23:59:02 +0000 2021, -85.170051, 41.086917, https://t.co/4eAqtIQop8 
mgdtx, Wed Jan 20 23:59:02 +0000 2021, -95.446486, 29.838495, @TheAstrosLocker @newguymeltz https://t.co/N1O2ZrpABy 
zoesclubhouse, Wed Jan 20 23:59:02 +0000 2021, -73.968542, 40.780709, mine idc 
JoeMichaelII, Wed Jan 20 23:59:02 +0000 2021, -73.948775, 40.655138, My MacBook when I have Outlook, Spotify, messages, and too many tabs open in google chrome https://t.co/2JdsFeQNPx 
C_Jsorrentino, Wed Jan 20 23:59:02 +0000 2021, -74.153947, 40.572376, Man! I got so caught up in the celebration today that I nearly forgot to have sex pizza in my secret dungeon!!! 
zimskills, Wed Jan 20 23:59:02 +0000 2021, -85.822786, 38.323745, @S_Harudzibwi 👇🏽👇🏽 https://t.co/9EHwPTMcf9 
DEBORAHDUNNIN19, Wed Jan 20 23:59:02 +0000 2021, -83.781604, 42.820072, @TheAmandaGorman Fantastic job. God's blessings upon you ❤ 
Scrandal, Wed Jan 20 23:59:02 +0000 2021, -96.393698, 32.696969, @GloriaCampos I’m happy for Joe Biden. I’m a republican but what happened in the Capital discussed me. I’m tired of… https://t.co/NvHN0k2JZO 
m_azita, Wed Jan 20 23:59:02 +0000 2021, -118.411907, 34.020789, @HawleyMO should Resign, otherwise Expelled. Cancel him, as was his worthless book. 
je_mclaughlin, Wed Jan 20 23:59:02 +0000 2021, -74.577840, 40.715262, @_loganmcdonald So sweet 
Demetria1913, Wed Jan 20 23:59:02 +0000 2021, -96.761753, 32.819858, Jan. 20, 2021. @KamalaHarris https://t.co/2j65x86XC2 
southboundduke, Wed Jan 20 23:59:03 +0000 2021, -93.809434, 32.461107, @robbie3593 Not allowed at work. 
dsgdaprincess_, Wed Jan 20 23:59:03 +0000 2021, -79.861034, 35.170499, how do yall be quitting your jobs? 🌚 
corykhal, Wed Jan 20 23:59:02 +0000 2021, -122.044814, 37.592159, https://t.co/ofxemmvfTv 
Soj_cuz, Wed Jan 20 23:59:03 +0000 2021, -77.604684, 41.117936, Bitch got some nerve 
Elite80WBB, Wed Jan 20 23:59:03 +0000 2021, -83.963842, 35.982470, Congrat @kileycollins10 
OLPSameeraAli, Wed Jan 20 23:59:03 +0000 2021, -79.943748, 43.523123, @MohammadHussain @the_revati Hahahhaha... 
warnerblaster, Wed Jan 20 23:59:03 +0000 2021, -86.791549, 36.200008, Y’all I can’t with the Bernie meme. I’m dying. 
apphands, Wed Jan 20 23:59:03 +0000 2021, -120.882482, 47.273022, @vegashacker I got the 8-core, 16GB, 1TB SDD. 
JazAtLast, Wed Jan 20 23:59:03 +0000 2021, -95.446486, 29.838495, I surprise myself with amount of random knowledge I have. 
CWUMom18, Wed Jan 20 23:59:03 +0000 2021, -122.283333, 37.750000, What a day!!  #blackgirlmagic #pearlsandchucks @ San Francisco Bay Area https://t.co/Inbg0h2aL3 
affluentadvisor, Wed Jan 20 23:59:03 +0000 2021, -82.669467, 40.365160, @IngrahamAngle When they say unity they mean conformity. There can’t be unity until the cancel culture ends. 
Sghtblinder, Wed Jan 20 23:59:03 +0000 2021, -96.734900, 33.061243, So I was asked today if I'd be interested in moving to a 4x10 Wednesday through Saturday schedule at work.It come… https://t.co/3TSR043Jwz 
Amael005p, Wed Jan 20 23:59:03 +0000 2021, -75.770041, 42.746617, En fait, il va nous manquer un peu ce con 🥲 https://t.co/PHVNMd3NsI 
TravisFlem76, Wed Jan 20 23:59:03 +0000 2021, -111.297871, 47.493836, @SexCounseling Happy Inauguration Day!!! 
BlueDemon2007, Wed Jan 20 23:59:03 +0000 2021, -87.732013, 41.833585, @almita_x What a historic moment for women. I see every woman being there. Women of every race, creed, religion, se… https://t.co/qzvenQgfS6 
UTnewsie, Wed Jan 20 23:59:03 +0000 2021, -83.712246, 41.693044, Students... 
KoKoKakez, Wed Jan 20 23:59:03 +0000 2021, -76.620482, 39.284713, I guess I gotta be rich already to post myself in lingerie and sell it. If I was @rihanna @wayddamin @TEYANATAYLOR… https://t.co/LPgFgwEywS 
aleman009, Wed Jan 20 23:59:04 +0000 2021, -74.167808, 40.915047, Señores pendientes a Brooklyn. Hoy entra Kyrie Irving 👀 
DonkeyKong808, Wed Jan 20 23:59:04 +0000 2021, -157.920311, 21.332245, I'm at Daniel K. Inouye International Airport in Honolulu, HI https://t.co/SwLkEa1PWq 
SehiFrank, Wed Jan 20 23:59:04 +0000 2021, -122.630908, 45.536402, @httrhao I’m sorry to hear that, my prayers and thoughts for you and your family at this time 
_LisaGrace_, Wed Jan 20 23:59:04 +0000 2021, -86.441236, 39.766555, @MegKinnardAP @WhipClyburn I believe this too 
Auroramwj, Wed Jan 20 23:59:04 +0000 2021, -121.914430, 37.821165, Emotional support Canadians will go down in our history as the best thing ever invented. :)) Bless you. 
genteregiatv, Wed Jan 20 23:59:04 +0000 2021, -100.293591, 25.641718, Seguimos celebrando los 19 años de vid de Gente Regia...@LoreLoreOf @lizbriones @ChilinflasTv @anacecigz… https://t.co/3VqtKIWfmh 
anthonygeather4, Wed Jan 20 23:59:04 +0000 2021, -73.948775, 40.655138, @AfropunkSD 🤫🤫🤫🤫 
RaysullSullivan, Wed Jan 20 23:59:04 +0000 2021, -86.241895, 43.232967, @zealouszaida Martin I do ice water Dipper in this b**** 
WesWoodland, Wed Jan 20 23:59:05 +0000 2021, -121.081968, 38.947187, What do you think of term limits?  20 years max perhaps 
_WarrenMac, Wed Jan 20 23:59:05 +0000 2021, -73.948775, 40.655138, @lanadelshley https://t.co/pTLbyVZWAg 
1jdajour, Wed Jan 20 23:59:05 +0000 2021, -80.846785, 35.209059, 😂😂😂😂 
sammyclaws12, Wed Jan 20 23:59:05 +0000 2021, -81.550398, 41.474967, ANYWAYS HOW’S YOUR WEDNESDAY GOING YALL? 
LeftCrewPolitic, Wed Jan 20 23:59:05 +0000 2021, -118.411907, 34.020789, You wil...never be...president.Never. https://t.co/x6aHmSYoJW 
FremontCanyonOC, Wed Jan 20 23:59:05 +0000 2021, -117.708361, 33.811139, At 15:51, the Fremont Canyon Weather Station reports sustained winds of 25 MPH (from the ENE) with gusts to 46 MPH. RH:36% Temp: 63.0 
iamejaaz, Wed Jan 20 23:59:05 +0000 2021, -117.562152, 34.121670, Louder for the ppl in the back fr. Lessons to live by! 💯 
VonWolf9, Wed Jan 20 23:59:05 +0000 2021, -97.432425, 27.737151, @AaronParnas Fuck that, go get that bastard with everything you have!!! 
NotStrangeJames, Wed Jan 20 23:59:05 +0000 2021, -79.741517, 39.895677, @APater6076 @AKSourGod @jsmorales23 @Nexus_of_gaming @Ramanupoju1 @PlayApex I get the feeling you’re wrong.  It’s n… https://t.co/8FcNh1Oex2 
amauriari30, Wed Jan 20 23:59:05 +0000 2021, -117.253906, 33.045009, @JoeBiden I’m not crying, you’re crying 😢😭😭♥️♥️ 
BellCanyonOC, Wed Jan 20 23:59:05 +0000 2021, -117.708361, 33.811139, At 15:51, the Bell Canyon Weather Station reports sustained winds of 20 MPH (from the ENE) with gusts to 30 MPH. Relative humidity: 32%. 
juruzuotaku, Wed Jan 20 23:59:05 +0000 2021, -122.755776, 49.285459, @ReverendSlim https://t.co/2bWMmpvqL6 
cmeis1991, Wed Jan 20 23:59:05 +0000 2021, -84.154738, 39.626712, @A_Mologna @maloneyam34 I see no problems. I thought it was fantastic. https://t.co/Grzajeezdl 
MistahSankar, Wed Jan 20 23:59:05 +0000 2021, -78.948208, 43.748102, Drake and his rapper ACL 
han_c1, Wed Jan 20 23:59:05 +0000 2021, -80.926628, 33.631140, @RachelBiggs9 Thanks boo! ❤️❤️🤍❤️ 
xANGLx, Wed Jan 20 23:59:05 +0000 2021, -112.124676, 33.552863, ❄️😂❄️😂❄️Yo fuck all these fucking  cry baby bitches! GET FUCKED! 
sandtats, Wed Jan 20 23:59:05 +0000 2021, -70.205065, 41.732685, @mccaffreyr3 @OkiesweetieDeb God bless America.🙏🏼👍 
IbnHaniyf, Wed Jan 20 23:59:06 +0000 2021, -93.105649, 44.941516, @POTUS I need help with moving forward..9089433773 
Shavarius27, Wed Jan 20 23:59:06 +0000 2021, -92.436774, 38.304558, Put that $970m in my pocket, it's not gon change ME. 
yetunde_reeves, Wed Jan 20 23:59:06 +0000 2021, -76.913544, 38.634628, Proud mentor!!! My mentee is rackin em up!!!! She told me she struggles to ask for help and so I told her I would b… https://t.co/9pdozwcYNi 
cowgirl19114, Wed Jan 20 23:59:06 +0000 2021, -75.117998, 40.004866, @marthamaccallum @jessemullins Thanks to the hooligans 
RogerSantos71, Wed Jan 20 23:59:06 +0000 2021, -86.028239, 33.899625, https://t.co/FA1mkTQ3WN 
AbbyLVinson, Wed Jan 20 23:59:06 +0000 2021, -86.760091, 33.385555, I didn’t order the best looking sushi roll on the menu because it was called the Roll Tide Roll. #ItJustMeansMore 
MdcChris, Wed Jan 20 23:59:06 +0000 2021, -119.306608, 37.269176, Just made vegan spaghetti, with squash and 🤮 
moy_glez, Wed Jan 20 23:59:06 +0000 2021, -79.272570, 43.629311, @MauricioProgra @vampipe @FelipeCalderon @lopezobrador_ Ojalá y alguien se lo hubiera Chingado 
chemo_loks, Wed Jan 20 23:59:06 +0000 2021, -118.107439, 34.010187, I bought so much clothes for myself . I just thought “fuck it “ since I’m losing weight and now I can’t stop 😅 help me . 
WatchAmandaTV, Wed Jan 20 23:59:06 +0000 2021, -79.861034, 35.170499, #BlackGirlMagic #AmandaGorman simply amazing 👏🏾👏🏾👏🏾 https://t.co/BJWUpXV3qX 
LisaGNV, Wed Jan 20 23:59:06 +0000 2021, -83.804475, 27.698682, @LanieK It was a stunner! 
Loritz84, Wed Jan 20 23:59:06 +0000 2021, -98.540651, 29.417501, Guyz momma sayz wez gotz a neu prezidentz today's Soz wez askz momma, okz is he bringing da snacks? 🤣🤣🤣 https://t.co/Vw4wOsP7Wi 
Riddagh, Wed Jan 20 23:59:07 +0000 2021, -73.968542, 40.780709, https://t.co/G8yfsgmW6g 
thasinisterkid, Wed Jan 20 23:59:07 +0000 2021, -98.245675, 26.240690, I mean, I’m only as good as my teacher. 🤷🏻‍♀️. 
warren__terra, Wed Jan 20 23:59:07 +0000 2021, -118.131964, 34.177310, @drfarls @Slate Nuke it *in* orbit, it's the only way to be sure? 
Jessatron_, Wed Jan 20 23:59:07 +0000 2021, -117.292178, 33.723281, @KimmestOfChis So before Trump you were a Man and now after Trump your a bitch 🤣🤣🤣🤣🤣🤣 Checks out ! 
Bangabner, Wed Jan 20 23:59:07 +0000 2021, -73.849441, 40.850347, As long as i live ima get this cheddar 
TradedCards, Wed Jan 20 23:59:07 +0000 2021, -79.272570, 43.629311, 👏👏👏👏 
DanHusby, Wed Jan 20 23:59:07 +0000 2021, -96.731143, 43.541015, @Jwhite56372781 @mspeachz1 @meenaharris Keep lying to yourself.  We won’t feel sorry for you or anything like you.. just a heads up😂 
ReefHustleMusic, Wed Jan 20 23:59:07 +0000 2021, -73.849441, 40.850347, Can someone tell @DaniLeigh I got tracks for her! 
charlierequerme, Wed Jan 20 23:59:07 +0000 2021, -73.948775, 40.655138, There’s great and interesting research about the evolution of distrust in institutions, particularly in the African… https://t.co/QOerbOuNXL 
DJDynamicNC, Wed Jan 20 23:59:07 +0000 2021, -79.272570, 43.629311, @elamin88 You know the coat that stole the show though https://t.co/lCTplnT4Pe 
enchilaudia, Wed Jan 20 23:59:07 +0000 2021, -95.446486, 29.838495, A QUEEN 
ElliotMalin, Wed Jan 20 23:59:07 +0000 2021, -119.827182, 39.512436, Everyone go and tell @DJ_Sheehy that he’s funny. 
JimMitchell13, Wed Jan 20 23:59:07 +0000 2021, -122.278486, 37.758798, @RudyGiuliani You actually think that people will take you seriously? https://t.co/cCkrLWVmtz 
Denise081177, Wed Jan 20 23:59:08 +0000 2021, -105.123320, 39.685852, @calvarez444 The coasters are my favorite! 😁 
Chandascouch, Wed Jan 20 23:59:08 +0000 2021, -118.411907, 34.020789, @NikoBrim Fuck’em Neek! They gonna be sweating you in a minute! 
iplitigate, Wed Jan 20 23:59:08 +0000 2021, -83.173867, 32.678207, Oh wow a real White House press office. I literally had forgotten all about it. 
squeakytoy, Wed Jan 20 23:59:08 +0000 2021, -97.754724, 30.323346, (that 10x number isn’t due to smart investing, it’s due to being nearly 40 and way way wayyyyy behind where I was s… https://t.co/X3EPQF3NJY 
yannetlongoria, Wed Jan 20 23:59:08 +0000 2021, -96.634916, 28.618365, Finally feeling better after a few days. I had a stomach virus or food poisoning idk which one and it took the life outta me. 😩😩 
postdiscipline, Wed Jan 20 23:59:08 +0000 2021, -122.228685, 37.791994, Biden should know two of his biggest supporters will be coaching on opposite sides tonight, and zoom in for a guest… https://t.co/oo813poRp1 
MrsRdz_Math, Wed Jan 20 23:59:08 +0000 2021, -94.976601, 29.767947, #iteachmath #happyclassroom #thirdgrade https://t.co/LWzn0YmQRc 
ernestosbeats, Wed Jan 20 23:59:08 +0000 2021, -80.233328, 25.782353, tr#mp bois real quiet right now, back to asking you to buy their essential oils. 
ThereIsOnly1CJ, Wed Jan 20 23:59:08 +0000 2021, -96.959664, 32.595264, @LakeshowShaq Dawg lmmfaooooo 
JakeMTG, Wed Jan 20 23:59:08 +0000 2021, -117.824049, 33.810159, @Stickballruss Thanks for letting me know! I think it would sound better if I just memorize it then reading it off huh. 
saturdaybloom, Wed Jan 20 23:59:08 +0000 2021, -97.753840, 31.079307, @blkgod9 live learn let go and remain love. 
synerjvy, Wed Jan 20 23:59:08 +0000 2021, -80.233328, 25.782353, Biden bro, you should’ve condemned them months ago. More damage to our country 
batista_falcon, Wed Jan 20 23:59:08 +0000 2021, -82.442694, 27.996595, https://t.co/7XbCw9wup2 
Still_Brazy5, Wed Jan 20 23:59:09 +0000 2021, -76.069946, 36.802541, Add me 
Tina_Lomas, Wed Jan 20 23:59:09 +0000 2021, -118.411907, 34.020789, @POTUS BTW, thank you @POTUS for getting to work today 
TooooEazy_, Wed Jan 20 23:59:09 +0000 2021, -93.809434, 32.461107, Chipotle it is then 
YoungKrispee, Wed Jan 20 23:59:09 +0000 2021, -75.770041, 42.746617, @freddytoddmusic Dawg....that sounds fucking phenomenal 
PXRTYPOlSXN, Wed Jan 20 23:59:09 +0000 2021, -81.705467, 41.495940, When I was in 6th grade we had to memorize the preamble to the constitution and that shit has been ingrained into my brain ever since 
Ann91237283, Wed Jan 20 23:59:09 +0000 2021, -79.300889, 36.087839, @Iluvinspireu Good night sweet Jane. 
Bankrollchriss, Wed Jan 20 23:59:09 +0000 2021, -97.011168, 32.655678, Niggas get hand outs fumble at the goal line &amp; still blame niggas 
GeorgeWelsh13, Wed Jan 20 23:59:09 +0000 2021, -105.225721, 38.433377, Excited to see Dr. Chavez honored this way! I’m also thrilled that this will support our Rural Superintendent Acade… https://t.co/LPdYti63ot 
toates36, Wed Jan 20 23:59:09 +0000 2021, -82.587389, 28.004173, @cfrank149 @Cico_j @strizzle1911 @lele_lisa @sonkevjas Yep😀😀😀 
absolut_purple, Wed Jan 20 23:59:09 +0000 2021, -96.574593, 39.209929, = 
futura_will, Wed Jan 20 23:59:09 +0000 2021, -97.445173, 35.222301, @ChinatownMarket @hvgilby we gotta get Sir Doug some clout on god https://t.co/JPEQ7t5994 
Mrmelec, Wed Jan 20 23:59:09 +0000 2021, -79.420865, 38.003376, Hi @disclosetv @getongab it is true that this was the farewell letter that our president sent to @JoeBiden 🤔 https://t.co/XdxesaJbUz 
tegro03, Wed Jan 20 23:59:10 +0000 2021, -118.411907, 34.020789, @wesrucker247 Covering the worst run franchise in sports has to be interesting 
Aldermanjoe, Wed Jan 20 23:59:10 +0000 2021, -90.247824, 38.653771, @carwashdaddy This is not me someone has decided to fake an account in my name 
SirDeadknight, Wed Jan 20 23:59:10 +0000 2021, -100.076888, 31.168893, @celtic_rabbit Ya they mailed it. My whole family got 1. Not each person. 
ldixon17, Wed Jan 20 23:59:10 +0000 2021, -83.228839, 42.491544, These group texts were going off during the inauguration. We got the screenshots. https://t.co/WYvbECLxKI 
jluton, Wed Jan 20 23:59:10 +0000 2021, -83.399779, 33.956384, https://t.co/YRrCyE8sbD 
GuyBerger15, Wed Jan 20 23:59:10 +0000 2021, -91.682855, 41.976528, @Angry_Staffer 👍☺️ 
Crewdogf15, Wed Jan 20 23:59:10 +0000 2021, -83.804475, 27.698682, @WESH https://t.co/77bNVk2UIX 
steerstrong, Wed Jan 20 23:59:10 +0000 2021, -101.442369, 32.244930, Happy boy! #jettcannon 🤘 https://t.co/5RWbeg0W1l 
apcasilli, Wed Jan 20 23:59:10 +0000 2021, -80.327999, 26.027890, @JoyfulTempest1 @JamesIsaak2 A M F 
DGN_Wrestling, Wed Jan 20 23:59:10 +0000 2021, -88.040002, 41.791584, @TrustTrost @EDGYTIM #letsplay #letswrestle 
saggnastyy, Wed Jan 20 23:59:10 +0000 2021, -117.851089, 33.842863, Clave Nuevo 
crisf2525, Wed Jan 20 23:59:10 +0000 2021, -73.831187, 40.670879, @Snowflake07 😷 sleep cute my dear Snowflake 👼🏼👼🏼👼🏼😷🌍✨🌙 
KingDeezyTheGod, Wed Jan 20 23:59:11 +0000 2021, -89.659689, 39.774346, MUSIC MODERATION ACT ♥️ 
poshcrystal532, Wed Jan 20 23:59:11 +0000 2021, -95.763000, 29.580900, God bless America!..#inauguration #inaugurationday #joebiden #kamalaharris @ Richmond, Texas https://t.co/iqI090EnEO 
1k_dariuss, Wed Jan 20 23:59:11 +0000 2021, -83.173867, 32.678207, Y’all gotta stop idolizing dese fools 
cakedkass, Wed Jan 20 23:59:11 +0000 2021, -118.007164, 33.900901, Not my baby daddy saying I’m finally with a girl and not a man 😂😂😂 I swear he’s obsessed with Jordan lmao 
Skullitor, Wed Jan 20 23:59:11 +0000 2021, -71.568236, 42.379058, I'm at Durand Chevrolet in Hudson, MA https://t.co/Cd2EO9vLdJ 
DrBirdLady, Wed Jan 20 23:59:11 +0000 2021, -111.948724, 41.172206, Def not going to let #penguinawarenessday go by without posting a penguin pic from the good ol days! My PhD researc… https://t.co/fTs43FyltZ 
jedsilb, Wed Jan 20 23:59:11 +0000 2021, -73.968542, 40.780709, @catturd2 This time it will be Bitcoin. 
NardinoEmilly, Wed Jan 20 23:59:11 +0000 2021, -71.356086, 42.601805, @_amillena Pelo menos você perdeu as calorias antes de comer, imagina comer e ir acumulando sem perder nada 
